                      Inf	   2.4670296320486793e-01	   2.2093671870583101e-01	  -2.3917262195793855e-02	   1.8457173552528836e-02	   1.5600260836633009e-02	   2.1124103358036311e-01	   2.4944546245798405e-01	  -1.3140491394737014e-01	  -8.8567503228218186e-04	   1.4211200727011500e-02	
   2.4670296320486793e-01	                      Inf	   6.9797606148147728e-02	   1.4576941885501929e-01	   1.3305058927509895e-02	  -1.4888597210674626e-01	   1.2544152606811015e-01	   2.7613720222485055e-01	   6.5826109420035689e-03	  -1.5292814681107190e-02	   4.4852379192514393e-03	
   2.2093671870583101e-01	   6.9797606148147728e-02	                      Inf	   1.0692673531908353e-01	  -2.2423431020867271e-01	   8.1519058979133280e-02	   1.5015416087854205e-01	   1.2739603390983326e-01	  -2.6096849822276624e-01	   2.5536110995022055e-02	  -6.3560752756500957e-02	
  -2.3917262195793855e-02	   1.4576941885501929e-01	   1.0692673531908353e-01	                      Inf	   1.1117465798246455e-01	   2.4502640916931939e-01	   1.0504401142115699e-01	  -2.8578150782499867e-02	  -4.0248395868286269e-02	   2.2717932894709744e-01	   1.9802880996828565e-01	
   1.8457173552528836e-02	   1.3305058927509895e-02	  -2.2423431020867271e-01	   1.1117465798246455e-01	                      Inf	  -9.2463537026975601e-02	   1.0077672407336816e-01	   1.6014364285224791e-01	   3.4499428026722700e-01	   1.9735655127633525e-01	   2.0764271581650662e-01	
   1.5600260836633009e-02	  -1.4888597210674626e-01	   8.1519058979133280e-02	   2.4502640916931939e-01	  -9.2463537026975601e-02	                      Inf	   7.3973406194618868e-02	  -8.1479917753217737e-02	  -9.9101194396971695e-02	  -3.7084364736755276e-02	   9.3196431295660576e-02	
   2.1124103358036311e-01	   1.2544152606811015e-01	   1.5015416087854205e-01	   1.0504401142115699e-01	   1.0077672407336816e-01	   7.3973406194618868e-02	                      Inf	   8.1842303395843100e-02	   5.9294801261350866e-02	   6.3936620856475069e-03	   6.4825639009220781e-02	
   2.4944546245798405e-01	   2.7613720222485055e-01	   1.2739603390983326e-01	  -2.8578150782499867e-02	   1.6014364285224791e-01	  -8.1479917753217737e-02	   8.1842303395843100e-02	                      Inf	  -2.5930814584131708e-02	  -3.4535997430610560e-02	   1.6479269229817695e-01	
  -1.3140491394737014e-01	   6.5826109420035689e-03	  -2.6096849822276624e-01	  -4.0248395868286269e-02	   3.4499428026722700e-01	  -9.9101194396971695e-02	   5.9294801261350866e-02	  -2.5930814584131708e-02	                      Inf	   1.7855127313054422e-01	   2.3695068154352028e-01	
  -8.8567503228218186e-04	  -1.5292814681107190e-02	   2.5536110995022055e-02	   2.2717932894709744e-01	   1.9735655127633525e-01	  -3.7084364736755276e-02	   6.3936620856475069e-03	  -3.4535997430610560e-02	   1.7855127313054422e-01	                      Inf	   2.7445399880447086e-01	
   1.4211200727011500e-02	   4.4852379192514393e-03	  -6.3560752756500957e-02	   1.9802880996828565e-01	   2.0764271581650662e-01	   9.3196431295660576e-02	   6.4825639009220781e-02	   1.6479269229817695e-01	   2.3695068154352028e-01	   2.7445399880447086e-01	                      Inf	
