                      Inf	   6.0428471816432117e-01	   4.0878491469495910e-02	   1.1065358552249724e-01	   5.0016792423540013e-01	   1.2040775009652091e-01	   2.7000006183216324e-01	   1.1431852454860530e-02	   1.9246443588142823e-01	   9.3261988050853967e-03	   8.7060404424778813e-04	
   6.0428471816432117e-01	                      Inf	  -1.8425393378725047e-01	   1.5455028327052869e-01	   4.6042033170762608e-01	  -1.4513207734212141e-01	   2.0170890967773111e-01	   2.2407201246085057e-03	   1.7984729855275278e-01	  -4.3802532039208794e-02	   2.0497558005653130e-01	
   4.0878491469495910e-02	  -1.8425393378725047e-01	                      Inf	   1.2023041632875728e-01	   9.0690647088687390e-02	   4.0861451403186516e-01	   1.0033263613681261e-01	  -9.1898787084635808e-02	  -1.2993258602420593e-01	  -9.5611778507673870e-02	  -7.0267190153709067e-02	
   1.1065358552249724e-01	   1.5455028327052869e-01	   1.2023041632875728e-01	                      Inf	   2.1100248015717477e-01	  -2.0063572014599090e-01	  -2.3001105478080414e-01	  -4.0852432293257890e-01	   4.3201033737236896e-02	  -1.2471789712567437e-01	  -3.7353436627641394e-02	
   5.0016792423540013e-01	   4.6042033170762608e-01	   9.0690647088687390e-02	   2.1100248015717477e-01	                      Inf	  -2.4722066269429348e-02	   1.2553691830594221e-01	  -3.9368671729391902e-02	   2.5060752530362895e-01	   1.6814909022775593e-01	   2.4615446177420930e-01	
   1.2040775009652091e-01	  -1.4513207734212141e-01	   4.0861451403186516e-01	  -2.0063572014599090e-01	  -2.4722066269429348e-02	                      Inf	   2.5962710890919860e-01	   3.7778719443999792e-01	   9.4777878561250001e-02	   2.5816573482161091e-02	   6.7876099818359723e-02	
   2.7000006183216324e-01	   2.0170890967773111e-01	   1.0033263613681261e-01	  -2.3001105478080414e-01	   1.2553691830594221e-01	   2.5962710890919860e-01	                      Inf	   7.5287135992809728e-02	   1.3526477379941987e-01	   5.2582357652193920e-02	   8.3333821363275079e-02	
   1.1431852454860530e-02	   2.2407201246085057e-03	  -9.1898787084635808e-02	  -4.0852432293257890e-01	  -3.9368671729391902e-02	   3.7778719443999792e-01	   7.5287135992809728e-02	                      Inf	   2.7325172242123669e-01	   1.2390625134090501e-01	   1.0616966296639570e-01	
   1.9246443588142823e-01	   1.7984729855275278e-01	  -1.2993258602420593e-01	   4.3201033737236896e-02	   2.5060752530362895e-01	   9.4777878561250001e-02	   1.3526477379941987e-01	   2.7325172242123669e-01	                      Inf	   1.0537033631209008e-01	   6.4936471752794864e-02	
   9.3261988050853967e-03	  -4.3802532039208794e-02	  -9.5611778507673870e-02	  -1.2471789712567437e-01	   1.6814909022775593e-01	   2.5816573482161091e-02	   5.2582357652193920e-02	   1.2390625134090501e-01	   1.0537033631209008e-01	                      Inf	   2.6493085954877760e-01	
   8.7060404424778813e-04	   2.0497558005653130e-01	  -7.0267190153709067e-02	  -3.7353436627641394e-02	   2.4615446177420930e-01	   6.7876099818359723e-02	   8.3333821363275079e-02	   1.0616966296639570e-01	   6.4936471752794864e-02	   2.6493085954877760e-01	                      Inf	
