                      Inf	   2.7178880029592811e-01	   2.2093016049405961e-01	   5.9868393360801041e-02	   2.8404649820537076e-01	  -9.0315933522461117e-02	   5.2852602327241573e-02	   1.8691646257480238e-01	   3.0209457267460021e-01	   1.5448615220501286e-01	   5.0462658384930102e-02	
   2.7178880029592811e-01	                      Inf	   1.1626753908368722e-02	   2.3057126246849156e-02	   4.0451934542920315e-01	  -1.5873955768296319e-01	  -5.8048005679028847e-02	   2.6111361215616768e-01	   3.7439099431452995e-02	   9.7440926813568501e-02	   2.6532810447871095e-02	
   2.2093016049405961e-01	   1.1626753908368722e-02	                      Inf	   3.4439101902715147e-01	   2.6456241364016503e-01	   3.8646884554207694e-01	  -1.4028780545534875e-01	  -1.1284804155180128e-01	  -1.0580798699430789e-01	  -2.7773576245216547e-01	  -2.0537181410671443e-01	
   5.9868393360801041e-02	   2.3057126246849156e-02	   3.4439101902715147e-01	                      Inf	   2.9891589773660338e-01	  -7.1309472370055180e-02	   2.6336232931022036e-01	  -2.7726438567537603e-01	   1.6177352313852394e-02	  -3.4176057397462811e-01	  -1.2602519529694350e-01	
   2.8404649820537076e-01	   4.0451934542920315e-01	   2.6456241364016503e-01	   2.9891589773660338e-01	                      Inf	  -1.4349924595628004e-02	  -1.4039361032460551e-01	   2.4678379186996727e-01	   6.3086572895081114e-02	  -8.9525845451020047e-02	  -3.7701755644438298e-02	
  -9.0315933522461117e-02	  -1.5873955768296319e-01	   3.8646884554207694e-01	  -7.1309472370055180e-02	  -1.4349924595628004e-02	                      Inf	  -1.9128047751104044e-01	   2.7536421434756122e-02	  -1.6876104432969186e-01	  -1.2315293124110678e-01	  -2.8554739352599123e-02	
   5.2852602327241573e-02	  -5.8048005679028847e-02	  -1.4028780545534875e-01	   2.6336232931022036e-01	  -1.4039361032460551e-01	  -1.9128047751104044e-01	                      Inf	  -1.7102125237837651e-01	   2.2512896796796544e-01	   1.4334358777910147e-01	   4.3177211440478730e-02	
   1.8691646257480238e-01	   2.6111361215616768e-01	  -1.1284804155180128e-01	  -2.7726438567537603e-01	   2.4678379186996727e-01	   2.7536421434756122e-02	  -1.7102125237837651e-01	                      Inf	   4.2825618350830136e-01	   3.1588214551999433e-01	   3.5955325956627660e-01	
   3.0209457267460021e-01	   3.7439099431452995e-02	  -1.0580798699430789e-01	   1.6177352313852394e-02	   6.3086572895081114e-02	  -1.6876104432969186e-01	   2.2512896796796544e-01	   4.2825618350830136e-01	                      Inf	   2.7031292139119434e-01	   3.2509250031004522e-01	
   1.5448615220501286e-01	   9.7440926813568501e-02	  -2.7773576245216547e-01	  -3.4176057397462811e-01	  -8.9525845451020047e-02	  -1.2315293124110678e-01	   1.4334358777910147e-01	   3.1588214551999433e-01	   2.7031292139119434e-01	                      Inf	   5.4334647283859339e-01	
   5.0462658384930102e-02	   2.6532810447871095e-02	  -2.0537181410671443e-01	  -1.2602519529694350e-01	  -3.7701755644438298e-02	  -2.8554739352599123e-02	   4.3177211440478730e-02	   3.5955325956627660e-01	   3.2509250031004522e-01	   5.4334647283859339e-01	                      Inf	
