                      Inf	   2.1210370683527238e-01	   1.3890127511285344e-01	   2.0279584595751676e-01	   1.0262762356055027e-01	   1.4309821140812423e-01	   4.2464615074231139e-02	   1.3089815900886290e-01	   5.2757077320515586e-02	   5.0835612959176664e-02	   8.2571993811404371e-02	
   2.1210370683527238e-01	                      Inf	   1.1121831143435162e-01	   2.0182383120188035e-02	  -2.0228818759049599e-01	   6.7997333651578576e-02	   1.2501786484573857e-01	   2.8651211552950551e-01	   2.7831313913954286e-01	   2.0700183231626473e-01	   2.5381122489201263e-01	
   1.3890127511285344e-01	   1.1121831143435162e-01	                      Inf	   6.8865514141034945e-01	   6.8697710553095226e-01	  -1.5424554099990212e-01	   4.7720742952193196e-02	  -1.1055310817571452e-02	  -1.0961819064643542e-02	  -1.0540434618240949e-01	  -3.4676367227899296e-02	
   2.0279584595751676e-01	   2.0182383120188035e-02	   6.8865514141034945e-01	                      Inf	   5.8697027668007018e-01	   1.2124521646028540e-01	   3.0530834821592575e-02	   2.6363901316072469e-01	   7.9973443765989291e-02	  -8.6537315690199429e-02	  -6.7497695210161940e-02	
   1.0262762356055027e-01	  -2.0228818759049599e-01	   6.8697710553095226e-01	   5.8697027668007018e-01	                      Inf	  -4.2387629635022434e-02	  -1.2117051518826585e-01	  -1.8589813213414158e-01	  -2.1778638525878413e-01	  -1.3796111623872226e-01	  -1.5576848324822665e-01	
   1.4309821140812423e-01	   6.7997333651578576e-02	  -1.5424554099990212e-01	   1.2124521646028540e-01	  -4.2387629635022434e-02	                      Inf	  -3.0331458294060514e-02	   2.0043605839583073e-01	  -1.6893993496762297e-01	  -2.3700896150032881e-02	  -1.5145907701787659e-01	
   4.2464615074231139e-02	   1.2501786484573857e-01	   4.7720742952193196e-02	   3.0530834821592575e-02	  -1.2117051518826585e-01	  -3.0331458294060514e-02	                      Inf	   1.7938999611907469e-01	  -4.5968991232266374e-02	   1.9788324896719706e-01	   1.9493149685743716e-01	
   1.3089815900886290e-01	   2.8651211552950551e-01	  -1.1055310817571452e-02	   2.6363901316072469e-01	  -1.8589813213414158e-01	   2.0043605839583073e-01	   1.7938999611907469e-01	                      Inf	   3.2877907089101355e-01	   3.7089507308726655e-01	   4.3543478495019994e-01	
   5.2757077320515586e-02	   2.7831313913954286e-01	  -1.0961819064643542e-02	   7.9973443765989291e-02	  -2.1778638525878413e-01	  -1.6893993496762297e-01	  -4.5968991232266374e-02	   3.2877907089101355e-01	                      Inf	   2.4509076048954435e-02	   8.2297433775216769e-02	
   5.0835612959176664e-02	   2.0700183231626473e-01	  -1.0540434618240949e-01	  -8.6537315690199429e-02	  -1.3796111623872226e-01	  -2.3700896150032881e-02	   1.9788324896719706e-01	   3.7089507308726655e-01	   2.4509076048954435e-02	                      Inf	   5.4572546175289660e-01	
   8.2571993811404371e-02	   2.5381122489201263e-01	  -3.4676367227899296e-02	  -6.7497695210161940e-02	  -1.5576848324822665e-01	  -1.5145907701787659e-01	   1.9493149685743716e-01	   4.3543478495019994e-01	   8.2297433775216769e-02	   5.4572546175289660e-01	                      Inf	
